INFO: writing frame 9 (..99% done)_2
INFO: writing frame 9 (4% done)
INFO: writing frame 5 (5% done)I
INFO: writing frame 8 (.7.939.% done)
INFO: writing frame 5 (.% done)
INFO: writing frame 8 (.% done)F
INFO: writing frame 9 (.....8.% done)
INFO: writing frame 81 (3.9% done)
INFO: writing frame 3 (.67% done)
INFO: writing frame 2379 (2.4.% done)
INFO: writing frame 488986 (64% done)e
INFO: writing frame 1 (.9% done)
INFO: writing frame 6 (.% done)n\a 
INFO: writing frame 1 (8% done)
INFO: writing frame 696 (90.3% done)~
INFO: writing frame 9 (7.9% done)
INFO: writing frame 4 (1% done)0
INFO: writing frame 09 (.% done)
INFO: writing frame 2929 (.18% done)S
INFO: writing frame 40 (.% done)g
INFO: writing frame 8 (.9% done)IF
INFO: writing frame 4 (9% done)
INFO: writing frame 5497 (5% done)h[Y
INFO: writing frame 5 (9% done)
INFO: writing frame 0 (.% done)8_
INFO: writing frame 23 (98.3.% done)
INFO: writing frame 6 (5.% done)
INFO: writing frame 98 (.% done)
INFO: writing frame 8 (..88.% done)r
INFO: writing frame 8953 (.0% done)3\"
INFO: writing frame 8 (08.% done)H
INFO: writing frame 2 (.% done)tE
INFO: writing frame 169 (084...% done)
INFO: writing frame 387 (0% done)
INFO: writing frame 9 (..9% done)~
INFO: writing frame 99 (2% done)
INFO: writing frame 997 (5.% done)
INFO: writing frame 47 (.2.% done)
INFO: writing frame 6709 (.% done)
INFO: writing frame 6 (56% done)
INFO: writing frame 81 (...% done)
INFO: writing frame 79 (0% done)
INFO: writing frame 108 (...% done)

INFO: writing frame 0447 (.% done)
INFO: writing frame 5 (.% done)8
INFO: writing frame 9 (8% done)g
INFO: writing frame 7 (.% done)
INFO: writing frame 98 (9.% done)
INFO: writing frame 88 (.% done)z
INFO: writing frame 71 (.99% done)
INFO: writing frame 907 (0% done)m
INFO: writing frame 9 (.9% done)T
INFO: writing frame 89 (9.% done)
INFO: writing frame 98395 (.% done)
INFO: writing frame 9 (.% done);Gr
INFO: writing frame 9 (8% done)sj
INFO: writing frame 69 (.% done)
INFO: writing frame 0 (8...% done):p
INFO: writing frame 9 (94.% done)a
INFO: writing frame 499 (.% done)
D
INFO: writing frame 62 (..3...% done)0zm:~y
INFO: writing frame 9 (9% done)
INFO: writing frame 46 (89..% done)GLn<
INFO: writing frame 5 (.% done)<z5\0
INFO: writing frame 19 (49% done)
INFO: writing frame 9552 (9% done)\
INFO: writing frame 54 (..% done)
INFO: writing frame 9 (.7.% done)
INFO: writing frame 810 (.% done)
INFO: writing frame 93 (89.9.% done)
INFO: writing frame 9 (1.% done)a
INFO: writing frame 0 (86% done)
INFO: writing frame 3 (89...% done)
INFO: writing frame 8889 (..% done)
INFO: writing frame 08 (98% done)S
INFO: writing frame 977 (.% done)l
INFO: writing frame 98 (.% done)\evW
INFO: writing frame 7 (3% done)
INFO: writing frame 9 (.3.% done)
INFO: writing frame 9 (..% done)s
INFO: writing frame 3 (.% done)
INFO: writing frame 7 (..% done)
INFO: writing frame 9 (.4% done)]7
INFO: writing frame 7 (.4..8.% done)E
INFO: writing frame 1 (..% done)M
INFO: writing frame 8 (...11% done)l
INFO: writing frame 09890 (.5% done)
INFO: writing frame 879 (88% done)9
INFO: writing frame 9 (58.08% done)
INFO: writing frame 2 (8% done)
INFO: writing frame 6 (...9% done)
INFO: writing frame 8 (8% done)9
INFO: writing frame 8 (.% done)
INFO: writing frame 59 (9.9..% done)
INFO: writing frame 2 (.8% done)
INFO: writing frame 99 (.8% done)?
INFO: writing frame 98 (9% done)
INFO: writing frame 3 (88% done)
INFO: writing frame 9180 (.% done)=Y
INFO: writing frame 8 (..8% done)
INFO: writing frame 8 (9% done)
INFO: writing frame 05380 (8.5% done)
INFO: writing frame 8141 (.% done)
INFO: writing frame 585444 (7.4% done)
INFO: writing frame 8 (..5% done)1H
INFO: writing frame 7 (9% done)2C5QZ
INFO: writing frame 8 (..% done)
INFO: writing frame 1588938 (.% done)
INFO: writing frame 918 (0% done)
INFO: writing frame 869 (9% done)
INFO: writing frame 9 (.58% done)
INFO: writing frame 0 (.% done)
INFO: writing frame 4 (0% done)^
INFO: writing frame 91 (.% done)c
INFO: writing frame 9 (8.7% done)
INFO: writing frame 182 (93% done),vgG
INFO: writing frame 86 (.88% done)
INFO: writing frame 8 (891% done)
INFO: writing frame 2 (.% done)b{jV>
INFO: writing frame 74 (9.7.% done)'
INFO: writing frame 49 (.% done)
INFO: writing frame 88 (..% done)W)
INFO: writing frame 6 (98% done)
INFO: writing frame 1 (9% done)
INFO: writing frame 99 (9% done)r
INFO: writing frame 89 (9% done)$\"rb
INFO: writing frame 5 (6% done)Z=6F
INFO: writing frame 38943 (1% done)
INFO: writing frame 810 (11% done)
INFO: writing frame 8 (.% done)GZ 9?t
INFO: writing frame 943 (1% done)3\e
INFO: writing frame 9859 (..4% done)@O
INFO: writing frame 81 (4% done)
INFO: writing frame 1 (.9% done)G
INFO: writing frame 99 (.15% done)
INFO: writing frame 6 (7.2% done)V
INFO: writing frame 5 (2.2% done)
INFO: writing frame 8 (0.8% done)r
INFO: writing frame 56751 (9% done)
INFO: writing frame 689 (6% done)
INFO: writing frame 8 (8% done)Q0
INFO: writing frame 7 (9..8% done)A.8y
INFO: writing frame 99 (.8% done),
INFO: writing frame 6 (768.% done)
INFO: writing frame 97 (....% done)
INFO: writing frame 83 (.% done)r/
INFO: writing frame 8514 (.7.% done)aV
INFO: writing frame 5968 (3% done)
INFO: writing frame 99 (...% done)-
INFO: writing frame 8 (0.% done)
INFO: writing frame 9 (.48% done)?y-~J
INFO: writing frame 9 (.988.8% done)
INFO: writing frame 8 (5.% done)
INFO: writing frame 932 (01.% done)5
INFO: writing frame 463 (.% done)
INFO: writing frame 81 (2.8% done)
INFO: writing frame 3 (29.9% done)
INFO: writing frame 48 (9.% done)
INFO: writing frame 389 (9% done)
INFO: writing frame 87 (8....% done)
INFO: writing frame 9388 (3% done)!
INFO: writing frame 958 (..% done)
INFO: writing frame 191 (.8% done)
INFO: writing frame 4 (8% done)
INFO: writing frame 9581 (830..% done)0
INFO: writing frame 8499 (8% done)
INFO: writing frame 97 (.% done)
INFO: writing frame 9 (...2% done)n
INFO: writing frame 9833476 (..% done)
INFO: writing frame 8 (6% done)f
INFO: writing frame 9 (85.% done)
INFO: writing frame 1 (...3% done)
INFO: writing frame 4 (9% done)!
INFO: writing frame 2 (.733.% done)\0Y
INFO: writing frame 8489 (.% done)
INFO: writing frame 8 (6..% done)
INFO: writing frame 38 (79% done)K$&
INFO: writing frame 8 (6..% done)y
INFO: writing frame 08 (8...% done)
INFO: writing frame 3 (.% done) 
INFO: writing frame 2 (.% done)
INFO: writing frame 2228 (9.% done)
INFO: writing frame 99 (8% done)
INFO: writing frame 07 (75% done)
INFO: writing frame 8 (.6% done)
INFO: writing frame 085 (.5% done)
INFO: writing frame 68 (2% done)]
INFO: writing frame 8 (.7% done)A
INFO: writing frame 81059 (9% done)_
INFO: writing frame 3 (9% done)0
INFO: writing frame 83 (9% done)i
INFO: writing frame 8099 (9% done)
INFO: writing frame 8 (.% done)=iw
INFO: writing frame 87779 (..% done)
INFO: writing frame 9 (...% done)
INFO: writing frame 1 (..8.9% done)
INFO: writing frame 99 (..% done)\"7\",u7
INFO: writing frame 98 (.% done)q
INFO: writing frame 2 (8..% done)
INFO: writing frame 3 (9689..% done)\0
INFO: writing frame 8 (5..5% done)
INFO: writing frame 2 (....% done)
INFO: writing frame 90 (.4% done)
INFO: writing frame 9055 (.% done)
INFO: writing frame 9 (1% done)
INFO: writing frame 44 (.8.699% done)
INFO: writing frame 9 (..% done)f
INFO: writing frame 9338341 (4..% done)
INFO: writing frame 9 (38.% done)G|
INFO: writing frame 93 (..89% done)2
INFO: writing frame 8 (8.% done)T
INFO: writing frame 890 (.% done)
INFO: writing frame 98916 (.% done)
INFO: writing frame 7 (.% done)*
INFO: writing frame 46 (1.% done)
INFO: writing frame 9 (39.% done)
INFO: writing frame 05 (.9334829.6.% done)H
INFO: writing frame 134 (.% done)
INFO: writing frame 31 (..% done)=
INFO: writing frame 92 (.% done)
INFO: writing frame 0 (.83798.% done)
INFO: writing frame 8 (..% done)x
INFO: writing frame 8 (9% done)	2
INFO: writing frame 1 (0% done)\e
INFO: writing frame 6 (94% done)
INFO: writing frame 8 (0% done)w
INFO: writing frame 2498854499 (.% done)[=I
INFO: writing frame 8 (9% done)]
INFO: writing frame 8 (06% done)
INFO: writing frame 0464 (81.% done)
INFO: writing frame 06 (9.1% done)
INFO: writing frame 5 (.% done)9
INFO: writing frame 64 (85% done)
INFO: writing frame 68 (98% done)d)v
INFO: writing frame 4 (.68.% done)TL
INFO: writing frame 8 (..% done)jQC
INFO: writing frame 9811 (.% done)>k
INFO: writing frame 983 (.% done)!
INFO: writing frame 8 (.88.% done)
INFO: writing frame 89 (8..% done)?
INFO: writing frame 8 (.8% done)>
INFO: writing frame 8 (....% done)
INFO: writing frame 899 (.88.% done)
INFO: writing frame 415 (.% done)q:l
INFO: writing frame 4 (.9% done)
INFO: writing frame 5 (.% done)#
INFO: writing frame 8 (.% done)Zq W
INFO: writing frame 51 (6% done)
INFO: writing frame 58819 (9% done)
INFO: writing frame 5 (.% done)_
INFO: writing frame 8 (2% done)
INFO: writing frame 0 (97.% done)
INFO: writing frame 845 (5% done)m
INFO: writing frame 4 (8% done)
INFO: writing frame 3 (7% done)
INFO: writing frame 9988 (9.6.9% done)
INFO: writing frame 2 (.88.% done)mX
INFO: writing frame 8 (30.% done)
INFO: writing frame 8 (7..% done)
INFO: writing frame 89 (8% done)
INFO: writing frame 8 (.% done)9
INFO: writing frame 969 (7% done):^
)
INFO: writing frame 68 (9.49% done)
INFO: writing frame 878894 (08.16.% done)
INFO: writing frame 9 (9..9% done)
INFO: writing frame 8 (3...% done)-
INFO: writing frame 677 (..9% done)
INFO: writing frame 00996894392 (8% done)
INFO: writing frame 6 (.% done)
INFO: writing frame 1 (9..% done)l
INFO: writing frame 199 (..% done)
INFO: writing frame 99 (.% done)G
INFO: writing frame 5 (8% done)<
INFO: writing frame 07986 (.% done)
INFO: writing frame 88580 (6% done)\-
INFO: writing frame 1 (.% done)J
INFO: writing frame 8 (9.% done)\"
INFO: writing frame 9 (.8.85% done)`
INFO: writing frame 37 (9% done)
INFO: writing frame 9 (8% done)g:
INFO: writing frame 9 (..% done)QSG
INFO: writing frame 4 (67% done)J
